value_norm,Akkademia_df,CDLI_df,Cuneiml_df,Nuolenna_df,TextFabric_df,osl_df,wiki_df,oslID
|giš%giš.za|,,𒄒𒍝,,𒄒𒍝,,,,
|giš%giš|,,𒄒,,𒄒,,,,
|giš.bad|,,𒄑𒁁,,𒄑𒁁,,,,
|giš.bar|,,𒄑𒁇,,𒄑𒁇,,,,
|giš.din|,,𒄑𒁷,,𒄑𒁷,,,,
|giš.dun₃@g.maš|,,𒄑𒂆𒈦,,𒄑𒂆𒈦,,,,
|giš.gar.umbin|,,𒄑𒃻𒌢,,𒄑𒃻𒌢,,,,
|giš.ka.kad₄|,,𒄑𒅗𒆒,,𒄑𒅗𒆒,,,,
|giš.ka.kad₅|,,𒄑𒅗𒆓,,𒄑𒅗𒆓,,,,
|giš.ki.bi|,,𒄑𒆠𒁉,,𒄑𒆠𒁉,,,,
|giš.kul|,,𒄑𒆰,,𒄑𒆰,,,,
|giš.ku|,,𒄑𒆪,,𒄑𒆪,,,,
|giš.kušu₂|,,𒄑𒆵,,𒄑𒆵,,,,
|giš.lu₂|,,𒄑𒇽,,𒄑𒇽,,,,
|giš.ma₂.ra|,,𒄑𒈣𒊏,,𒄑𒈣𒊏,,,,
|giš.mi|,,𒄑𒈪,,𒄑𒈪,,,,
|giš.ne.ga.mes|,,𒄑𒉈𒂵𒈩,,𒄑𒉈𒂵𒈩,,,,
|giš.ne@s.ga.me.u.u.u|,,𒄑𒉋𒂵𒈨𒌋𒌋𒌋,,𒄑𒉋𒂵𒈨𒌋𒌋𒌋,,,,
|giš.ne@s|,,𒄑𒉋,,𒄑𒉋,,,,
|giš.ne|,,𒄑𒉈,,𒄑𒉈,,,,
|giš.ni|,,𒄑𒉌,,𒄑𒉌,,,,
|giš.nu₁₁|,,𒄑𒉢,,𒄑𒉢,,,,
|giš.pi.tug₂|,,𒄑𒉿𒌆,,𒄑𒉿𒌆,,,,
|giš.ru|,,𒄑𒊒,,𒄑𒊒,,,,
|giš.sal.kur|,,𒄑𒊩𒆳,,𒄑𒊩𒆳,,,,
|giš.tar|,,𒄑𒋻,,𒄑𒋻,,,,
|giš.tug₂.pi.nu₁₁.sila₃|,,𒄑𒌆𒉿𒉢𒋡,,𒄑𒌆𒉿𒉢𒋡,,,,
|giš.tug₂.pi.te.a.du|,,𒄑𒌆𒉿𒋼𒀀𒁺,,𒄑𒌆𒉿𒋼𒀀𒁺,,,,
|giš.tug₂.pi.te.a|,,𒄑𒌆𒉿𒋼𒀀,,𒄑𒌆𒉿𒋼𒀀,,,,
|giš.tug₂.pi.šir@t.nun|,,𒄑𒌆𒉿𒋔𒉣,,𒄑𒌆𒉿𒋔𒉣,,,,
|giš.tug₂.pi|,,𒄑𒌆𒉿,,𒄑𒌆𒉿,,,,
|giš.tug₂.te.a.du|,,𒄑𒌆𒋼𒀀𒁺,,𒄑𒌆𒋼𒀀𒁺,,,,
|giš.tug₂.te.a|,,𒄑𒌆𒋼𒀀,,𒄑𒌆𒋼𒀀,,,,
|giš.šu.lu₂|,,𒄑𒋗𒇽,,𒄑𒋗𒇽,,,,
|giš×bad|,,𒄓,,𒄓,,,,
|giš×tak₄|,,𒄔,,𒄔,,,,
|gi₄%gi₄|,,𒄆,,𒄆,,,,
|gi₄&gi₄|,,𒄅,,𒄅,,,,
|gu%gu.gu%gu|,,𒄗𒄗,,𒄗𒄗,,,,
|gu%gu|,,𒄗,,𒄗,,,,
|gud&gud.lugal|,,𒄡,,𒄡,,,,
|gud.an.na|,,𒄞𒀭𒈾,,𒄞𒀭𒈾,,,,
|gud.giš×kid₂|,,𒓙,,𒓙,,,,
|gud×(a.kur)|,,𒄟,,𒄟,,,,
|gud×kur|,,𒄠,,𒄠,,,,
|gum×še|,,𒄤,,𒄤,,,,
|gu₂.gar₃|,,𒄘𒃼,,𒄘𒃼,,,,
|gu₂.nunuz|,,𒄘𒉭,,𒄘𒉭,,,,
|gu₂.un|,,𒄘𒌦,,𒄘𒌦,,,,
|gu₂×(sal.tug₂)|,,𒄜,,𒄜,,,,
|gu₂×kak.giš%giš|,,𒄙𒄒,,𒄙𒄒,,,,
|gu₂×kak|,,𒄙,,𒄙,,,,
|gu₂×kak×igi@g|,,𒄚,,𒄚,,,,
|gu₂×nun|,,𒄛,,𒄛,,,,
|ha.a|,,𒄩𒀀,,𒄩𒀀,,,,
|ha.nagar.bu|,,𒄩𒉄𒁍,,𒄩𒉄𒁍,,,,
|ha.zag|,,𒄩𒍠,,𒄩𒍠,,,,
|hi.a|,,𒄭𒀀,,𒄭𒀀,,,,
|hi.gir₃|,,𒄭𒄊,,𒄭𒄊,,,,
|hi×aš|,,𒄮,,𒄮,,,,
|hi×aš₂.du|,,𒄯𒁺,,𒄯𒁺,,,,
|hi×aš₂.hi×aš₂|,,𒄯𒄯,,𒄯𒄯,,,,
|hi×aš₂.ka×gar|,,𒄯𒅥,,𒄯𒅥,,,,
|hi×aš₂.sag|,,𒄯𒊕,,𒄯𒊕,,,,
|hi×aš₂|,,𒄯,,𒄯,,,,
|hi×bad|,,𒄰,,𒄰,,,,
|hi×diš|,,𒄱,,𒄱,,,,
|hi×gad|,,𒄲,,𒄲,,,,
|hi×kin|,,𒄳,,𒄳,,,,
|hi×maš|,,𒓚,,𒓚,,,,
|hi×nun.kaskal|,,𒄴𒆜,,𒄴𒆜,,,,
|hi×nun.me.u|,,𒄴𒈨𒌋,,𒄴𒈨𒌋,,,,
|hi×nun.me|,,𒄴𒈨,,𒄴𒈨,,,,
|hi×nun|,,𒄴,,𒄴,,,,
|hi×u|,,𒄶,,𒄶,,,,
|hi×še|,,𒄵,,𒄵,,,,
|hu.hi|,,𒄷𒄭,,𒄷𒄭,,,,
|hu.kak|,,𒄷𒆕,,𒄷𒆕,,,,
|hu.mi.an.im|,,𒄷𒈪𒀭𒅎,,𒄷𒈪𒀭𒅎,,,,
|hu.na₂|,,𒄷𒈿,,𒄷𒈿,,,,
|hu.si|,,𒄷𒋛,,𒄷𒋛,,,,
|hu.še.erin₂|,,𒄷𒊺𒂟,,𒄷𒊺𒂟,,,,
|hub₂.du|,,𒄸𒁺,,𒄸𒁺,,,,
|hub₂×ud|,,𒄽,,𒄽,,,,
|i.a|,,𒅀,,𒅀,,,,
|i.lu|,,𒄿𒇻,,𒄿𒇻,,,,
|i.lu₂@s.na|,,𒄿𒈕𒈾,,𒄿𒈕𒈾,,,,
|idim&idim.bur|,,𒅃,,𒅃,,,,
|igi&igi.šir&šir.ud&ud|,,𒅉,,𒅉,,,,
|igi.a|,,𒅆𒀀,,𒅆𒀀,,,,
|igi.bi|,,𒅆𒁉,,𒅆𒁉,,,,
|igi.bu|,,𒅆𒁍,,𒅆𒁍,,,,
|igi.dib|,,𒅇,,𒅇,,,,
|igi.dim|,,𒅆𒁴,,𒅆𒁴,,,,
|igi.dub|,,𒅆𒁾,,𒅆𒁾,,,,
|igi.du|,,𒅆𒁺,,𒅆𒁺,,,,
|igi.erin₂|,,𒅆𒂟,,𒅆𒂟,,,,
|igi.eš₂.du.erin₂|,,𒅆𒂠𒁺𒂟,,𒅆𒂠𒁺𒂟,,,,
|igi.eš₂.du|,,𒅆𒂠𒁺,,𒅆𒂠𒁺,,,,
|igi.eš₂|,,𒅆𒂠,,𒅆𒂠,,,,
|igi.e₂|,,𒅆𒂍,,𒅆𒂍,,,,
|igi.gar|,,𒅆𒃻,,𒅆𒃻,,,,
|igi.ga|,,𒅆𒂵,,𒅆𒂵,,,,
|igi.igi|,,𒅆𒅆,,𒅆𒅆,,,,
|igi.kak|,,𒅆𒆕,,𒅆𒆕,,,,
|igi.kur.za|,,𒅆𒆳𒍝,,𒅆𒆳𒍝,,,,
|igi.kur|,,𒅆𒆳,,𒅆𒆳,,,,
|igi.min|,,𒅆𒈫,,𒅆𒈫,,,,
|igi.nagar.bu|,,𒅆𒉄𒁍,,𒅆𒉄𒁍,,,,
|igi.nagar|,,𒅆𒉄,,𒅆𒉄,,,,
|igi.ri|,,𒅈,,𒅈,,,,
|igi.ru|,,𒅆𒊒,,𒅆𒊒,,,,
|igi.tur.tur|,,𒅆𒌉𒌉,,𒅆𒌉𒌉,,,,
|igi.ur.ru.gar|,,𒅆𒌨𒊒𒃻,,𒅆𒌨𒊒𒃻,,,,
|igi.ur@s|,,𒅆𒌪,,𒅆𒌪,,,,
|igi.ur|,,𒅆𒌨,,𒅆𒌨,,,,
|igi.zi|,,𒅆𒍣,,𒅆𒍣,,,,
|igi@g.alan|,,𒅊𒀩,,𒅊𒀩,,,,
|igi@g.tak₄.alan|,,𒅊𒋺𒀩,,𒅊𒋺𒀩,,,,
|il×gan₂@t|,,𒅌,,𒅌,,,,
|il₂.dub₂|,,𒅍𒂀,,𒅍𒂀,,,,
|il₂.ma₂.dub₂|,,𒅍𒈣𒂀,,𒅍𒈣𒂀,,,,
|il₂.ma₂.igi@g|,,𒅍𒈣𒅊,,𒅍𒈣𒅊,,,,
|im%im|,,𒅐,,𒅐,,,,
|im.a.an|,,𒅎𒀀𒀭,,𒅎𒀀𒀭,,,,
|im.a.a|,,𒅎𒀀𒀀,,𒅎𒀀𒀀,,,,
|im.a|,,𒅎𒀀,,𒅎𒀀,,,,
|im.dub₂|,,𒅎𒂀,,𒅎𒂀,,,,
|im.dugud|,,𒅎𒂂,,𒅎𒂂,,,,
|im.dun.dun₃@g@g|,,𒅎𒂄𒂇,,𒅎𒂄𒂇,,,,
|im.dun3@g@g.dun|,,𒅎𒂇𒂄,,𒅎𒂇𒂄,,,,
|im.gan₂.hi×nun.me.u|,,𒅎𒃷𒄴𒈨𒌋,,𒅎𒃷𒄴𒈨𒌋,,,,
|im.hi×nun.me.u.gan₂|,,𒅎𒄴𒈨𒌋𒃷,,𒅎𒄴𒈨𒌋𒃷,,,,
|im.im.kad₃im.kad₃a|,,𒅎𒀀,,𒅎𒀀,,,,
|im.kad₃|,,𒅎𒆑,,𒅎𒆑,,,,
|im.ni.ud|,,𒅎𒉌𒌓,,𒅎𒉌𒌓,,,,
|im.si.a|,,𒅎𒋛𒀀,,𒅎𒋛𒀀,,,,
|im.ud|,,𒅎𒌓,,𒅎𒌓,,,,
|im.šita|,,𒅎𒋖,,𒅎𒋖,,,,
|im.šu₂|,,𒅎𒋙,,𒅎𒋙,,,,
|im@im|,,𒅑,,𒅑,,,,
|im×tak₄|,,𒅏,,𒅏,,,,
|iš.uruda|,,𒅖𒍏,,𒅖𒍏,,,,
|ka.an.ni.si|,,𒅗𒀭𒉌𒋛,,𒅗𒀭𒉌𒋛,,,,
|ka.an.ra|,,𒅗𒀭𒊏,,𒅗𒀭𒊏,,,,
|ka.an|,,𒅗𒀭,,𒅗𒀭,,,,
|ka.balag.ga₂.te.a.du@s.za.na|,,𒅗𒁆𒂷𒋼𒀀𒁽𒍝𒈾,,𒅗𒁆𒂷𒋼𒀀𒁽𒍝𒈾,,,,
|ka.di|,,𒅗𒁲,,𒅗𒁲,,,,
|ka.hi.ga|,,𒅗𒄭𒂵,,𒅗𒄭𒂵,,,,
|ka.hi|,,𒅗𒄭,,𒅗𒄭,,,,
|ka.kak|,,𒅗𒆕,,𒅗𒆕,,,,
|ka.ka|,,𒅗𒅗,,𒅗𒅗,,,,
|ka.u₂|,,𒅗𒌑,,𒅗𒌑,,,,
|ka.šu|,,𒅗𒋗,,𒅗𒋗,,,,
|kab.bu|,,𒆏𒁍,,𒆏𒁍,,,,
|kab.uš|,,𒆏𒍑,,𒆏𒍑,,,,
|kad₃.kad₃|,,𒆑𒆑,,𒆑𒆑,,,,
|kad₄.kad₄.kad₅|,,𒆒𒆒𒆓,,𒆒𒆒𒆓,,,,
|kad₅&kad₅.kad₅&kad₅|,,𒆔𒆔,,𒆔𒆔,,,,
|kad₅&kad₅|,,𒆔,,𒆔,,,,
|kad₅.kad₅|,,𒆓𒆓,,𒆓𒆓,,,,
|kak.giš|,,𒆕𒄑,,𒆕𒄑,,,,
|kak.tar|,,𒆕𒋻,,𒆕𒋻,,,,
|kal%kal|,,𒆙,,𒆙,,,,
|kal.edin|,,𒆗𒂔,,𒆗𒂔,,,,
|kal×bad|,,𒆘,,𒆘,,,,
|kaskal.(lagab×u)&(lagab×u)|,,𒆝,,𒆝,,,,
|kaskal.6(diš)|,,𒆜𒐋,,𒆜𒐋,,,,
|kaskal.bu|,,𒆜𒁍,,𒆜𒁍,,,,
|kaskal.ga|,,𒆜𒂵,,𒆜𒂵,,,,
|kaskal.hi×nun|,,𒆜𒄴,,𒆜𒄴,,,,
|kaskal.kur|,,𒆜𒆳,,𒆜𒆳,,,,
|kaskal.lagab|,,𒆜𒆸,,𒆜𒆸,,,,
|kaskal.lagab×u|,,𒆜𒇥,,𒆜𒇥,,,,
|kaskal.ud@s|,,𒆜𒌚,,𒆜𒌚,,,,
|ka×(ad.ku₃)|,,𒅚,,𒅚,,,,
|ka×(gar.ša₃.a)|,,𒅦,,𒅦,,,,
|ka×(giš.sar)|,,𒅩,,𒅩,,,,
|ka×(me.du)|,,𒅵,,𒅵,,,,
|ka×(me.gar.gar.ra)|,,𒅹,,𒅹,,,,
|ka×(me.gi)|,,𒅶,,𒅶,,,,
|ka×(me.te)|,,𒅷,,𒅷,,,,
|ka×ad|,,𒅙,,𒅙,,,,
|ka×a|,,𒅘,,𒅘,,,,
|ka×aš₂|,,𒅛,,𒅛,,,,
|ka×bad|,,𒅜,,𒅜,,,,
|ka×balag|,,𒅝,,𒅝,,,,
|ka×bar|,,𒅞,,𒅞,,,,
|ka×bu|,,𒓡,,𒓡,,,,
|ka×erin₂|,,𒅠,,𒅠,,,,
|ka×eš₂|,,𒅡,,𒅡,,,,
|ka×ga.sag|,,𒅢𒊕,,𒅢𒊕,,,,
|ka×gal|,,𒅣,,𒅣,,,,
|ka×gan₂@t.ša|,,𒅤𒊭,,𒅤𒊭,,,,
|ka×gan₂@t|,,𒅤,,𒅤,,,,
|ka×gar|,,𒅥,,𒅥,,,,
|ka×ga|,,𒅢,,𒅢,,,,
|ka×gir₂|,,𒅨,,𒅨,,,,
|ka×giš%giš|,,𒅪,,𒅪,,,,
|ka×gur₇|,,𒅬,,𒅬,,,,
|ka×gu|,,𒅫,,𒅫,,,,
|ka×igi|,,𒅭,,𒅭,,,,
|ka×im|,,𒅮,,𒅮,,,,
|ka×kak|,,𒅯,,𒅯,,,,
|ka×ka|,,𒓣,,𒓣,,,,
|ka×kid|,,𒅱,,𒅱,,,,
|ka×li.ka×li|,,𒅲𒅲,,𒅲𒅲,,,,
|ka×li|,,𒅲,,𒅲,,,,
|ka×lu|,,𒅳,,𒅳,,,,
|ka×me|,,𒅴,,𒅴,,,,
|ka×mi|,,𒅸,,𒅸,,,,
|ka×ne|,,𒅺,,𒅺,,,,
|ka×nun|,,𒅻,,𒅻,,,,
|ka×pi|,,𒅼,,𒅼,,,,
|ka×ru|,,𒅽,,𒅽,,,,
|ka×sar|,,𒅿,,𒅿,,,,
|ka×sa|,,𒅾,,𒅾,,,,
|ka×sig|,,𒆄,,𒆄,,,,
|ka×suhur|,,𒆅,,𒆅,,,,
|ka×tar|,,𒆆,,𒆆,,,,
|ka×ud.bar|,,𒆉𒁇,,𒆉𒁇,,,,
|ka×ud|,,𒆉,,𒆉,,,,
|ka×umum×pa|,,𒆊,,𒆊,,,,
|ka×ur|,,𒓦,,𒓦,,,,
|ka×uš|,,𒆋,,𒆋,,,,
|ka×u₂|,,𒆈,,𒆈,,,,
|ka×zi|,,𒆌,,𒆌,,,,
|ka×ša|,,𒆀,,𒆀,,,,
|ka×še@f|,,𒓤,,𒓤,,,,
|ka×še|,,𒆁,,𒆁,,,,
|ka×šid|,,𒆂,,𒆂,,,,
|ka×šu|,,𒆃,,𒆃,,,,
|ka₂%ka₂|,,𒆎,,𒆎,,,,
|ka₂.an.ra|,,𒆍𒀭𒊏,,𒆍𒀭𒊏,,,,
|ka₂.an|,,𒆍𒀭,,𒆍𒀭,,,,
|ka₂.gal|,,𒆍𒃲,,𒆍𒃲,,,,
|ki.an.im|,,𒆠𒀭𒅎,,𒆠𒀭𒅎,,,,
|ki.an.ud|,,𒆠𒀭𒌓,,𒆠𒀭𒌓,,,,
|ki.an.šeš.ki|,,𒆠𒀭𒋀𒆠,,𒆠𒀭𒋀𒆠,,,,
|ki.a|,,𒆠𒀀,,𒆠𒀀,,,,
|ki.aš.aš|,,𒆠𒀸𒀸,,𒆠𒀸𒀸,,,,
|ki.bad|,,𒆠𒁁,,𒆠𒁁,,,,
|ki.bi.gar|,,𒆠𒁉𒃻,,𒆠𒁉𒃻,,,,
|ki.bi.kak|,,𒆠𒁉𒆕,,𒆠𒁉𒆕,,,,
|ki.bi.ni|,,𒆠𒁉𒉌,,𒆠𒁉𒉌,,,,
|ki.bi|,,𒆠𒁉,,𒆠𒁉,,,,
|ki.du.kak|,,𒆠𒁺𒆕,,𒆠𒁺𒆕,,,,
|ki.e.ne.di.an.muš₃|,,𒆠𒂊𒉈𒁲𒀭𒈹,,𒆠𒂊𒉈𒁲𒀭𒈹,,,,
|ki.e.ne.di|,,𒆠𒂊𒉈𒁲,,𒆠𒂊𒉈𒁲,,,,
|ki.en.kak|,,𒆠𒂗𒆕,,𒆠𒂗𒆕,,,,
|ki.gal|,,𒆠𒃲,,𒆠𒃲,,,,
|ki.ib|,,𒆠𒅁,,𒆠𒅁,,,,
|ki.ka.lu₂|,,𒆠𒅗𒇽,,𒆠𒅗𒇽,,,,
|ki.ka.sal|,,𒆠𒅗𒊩,,𒆠𒅗𒊩,,,,
|ki.kak|,,𒆠𒆕,,𒆠𒆕,,,,
|ki.kal.bad.idim|,,𒆠𒆗𒁁𒅂,,𒆠𒆗𒁁𒅂,,,,
|ki.kal.bad|,,𒆠𒆗𒁁,,𒆠𒆗𒁁,,,,
|ki.kal|,,𒆠𒆗,,𒆠𒆗,,,,
|ki.kal×bad|,,𒆠𒆘,,𒆠𒆘,,,,
|ki.ki|,,𒆠𒆠,,𒆠𒆠,,,,
|ki.ku.sag|,,𒆠𒆪𒊕,,𒆠𒆪𒊕,,,,
|ki.lal|,,𒆠𒇲,,𒆠𒇲,,,,
|ki.lam|,,𒆠𒇴,,𒆠𒇴,,,,
|ki.lu.eš₂|,,𒆠𒇻𒂠,,𒆠𒇻𒂠,,,,
|ki.lugal|,,𒆠𒈗,,𒆠𒈗,,,,
|ki.min|,,𒆠𒈫,,𒆠𒈫,,,,
|ki.muš₃@g|,,𒆠𒈽,,𒆠𒈽,,,,
|ki.na.ab.tum|,,𒆠𒈾𒀊𒌈,,𒆠𒈾𒀊𒌈,,,,
|ki.ne.an.muš₃|,,𒆠𒉈𒀭𒈹,,𒆠𒉈𒀭𒈹,,,,
|ki.ne|,,𒆠𒉈,,𒆠𒉈,,,,
|ki.sag.du|,,𒆠𒊕𒁺,,𒆠𒊕𒁺,,,,
|ki.sag.sal|,,𒆠𒊕𒊩,,𒆠𒊕𒊩,,,,
|ki.sag@n|,,𒆠𒊔,,𒆠𒊔,,,,
|ki.sag|,,𒆠𒊕,,𒆠𒊕,,,,
|ki.su.lu.eš₂.gar.ki|,,𒆠𒋢𒇻𒂠𒃻𒆠,,𒆠𒋢𒇻𒂠𒃻𒆠,,,,
|ki.su.lu.eš₂.gar.ra|,,𒆠𒋢𒇻𒂠𒃻𒊏,,𒆠𒋢𒇻𒂠𒃻𒊏,,,,
|ki.su.lu.eš₂.gar|,,𒆠𒋢𒇻𒂠𒃻,,𒆠𒋢𒇻𒂠𒃻,,,,
|ki.su.lu.gar|,,𒆠𒋢𒇻𒃻,,𒆠𒋢𒇻𒃻,,,,
|ki.su.lu.ki.gar|,,𒆠𒋢𒇻𒆠𒃻,,𒆠𒋢𒇻𒆠𒃻,,,,
|ki.su.lu.lagab×u.gar|,,𒆠𒋢𒇻𒇥𒃻,,𒆠𒋢𒇻𒇥𒃻,,,,
|ki.su.lu.šu.gar|,,𒆠𒋢𒇻𒋗𒃻,,𒆠𒋢𒇻𒋗𒃻,,,,
|ki.su.za.lu.eš₂|,,𒆠𒋢𒍝𒇻𒂠,,𒆠𒋢𒍝𒇻𒂠,,,,
|ki.ud.a|,,𒆠𒌓𒀀,,𒆠𒌓𒀀,,,,
|ki.ud|,,𒆠𒌓,,𒆠𒌓,,,,
|ki.uru×min|,,𒆠𒍇,,𒆠𒍇,,,,
|ki.šeš.kak|,,𒆠𒋀𒆕,,𒆠𒋀𒆕,,,,
|kid.balag|,,𒆤𒁆,,𒆤𒁆,,,,
|kid.mah|,,𒆤𒈤,,𒆤𒈤,,,,
|kid.šu₂.ma₂|,,𒆤𒋙𒈣,,𒆤𒋙𒈣,,,,
|kin.kin|,,𒆥𒆥,,𒆥𒆥,,,,
|kisim₅&kisim₅|,,𒆩,,𒆩,,,,
|ki×bad|,,𒆡,,𒆡,,,,
|ki×ud|,,𒆣,,𒆣,,,,
|ki×u|,,𒆢,,𒆢,,,,
|ku&hi×aš₂.ku&hi×aš₂|,,𒆫,,𒆫,,,,
|ku.an|,,𒆪𒀭,,𒆪𒀭,,,,
|ku.bu.nun.tu.ku|,,𒆪𒁍𒉣𒌅𒆪,,𒆪𒁍𒉣𒌅𒆪,,,,
|ku.gar|,,𒆪𒃻,,𒆪𒃻,,,,
|ku.giš%giš|,,𒆪𒄒,,𒆪𒄒,,,,
|ku.idim|,,𒆪𒅂,,𒆪𒅂,,,,
|ku.ki.sag|,,𒆪𒆠𒊕,,𒆪𒆠𒊕,,,,
|ku.ku.ku|,,𒆪𒆪𒆪,,𒆪𒆪𒆪,,,,
|ku.ku|,,𒆪𒆪,,𒆪𒆪,,,,
|ku.nu|,,𒆪𒉡,,𒆪𒉡,,,,
|kur.muš₃@g.za.ki|,,𒆳𒈽𒍝𒆠,,𒆳𒈽𒍝𒆠,,,,
|kur.si.a.ga|,,𒆳𒋛𒀀𒂵,,𒆳𒋛𒀀𒂵,,,,
|kur.ti|,,𒆳𒋾,,𒆳𒋾,,,,
|kur@kur|,,𒆴,,𒆴,,,,
|kušu₂.an.muš₃@g|,,𒓧,,𒓧,,,,
|ku₃.an|,,𒆬𒀭,,𒆬𒀭,,,,
|ku₃.gi|,,𒆬𒄀,,𒆬𒄀,,,,
|ku₃.ud|,,𒆬𒌓,,𒆬𒌓,,,,
|ku₇.ku₇|,,𒆯𒆯,,𒆯𒆯,,,,
|kwu089.gal|,,𒃲,,𒃲,,,,
|lagab.lagab|,,𒆸𒆸,,𒆸𒆸,,,,
|lagab.u.kak|,,𒆸𒌋𒆕,,𒆸𒌋𒆕,,,,
|lagab×(a.da.ha)|,,𒆺,,𒆺,,,,
|lagab×(a.gar)|,,𒆻,,𒆻,,,,
|lagab×(a.lal)|,,𒆼,,𒆼,,,,
|lagab×(gud&gud)|,,𒇇,,𒇇,,,,
|lagab×(gud.gud).a|,,𒇇𒀀,,𒇇𒀀,,,,
|lagab×(im.ha)|,,𒇍,,𒇍,,,,
|lagab×(im.im.šu₂lu)|,,𒇎,,𒇎,,,,
|lagab×(kul.hi.a)|,,𒇓,,𒇓,,,,
|lagab×(me.en)|,,𒇙,,𒇙,,,,
|lagab×(te.a.su.na)|,,𒇤,,𒇤,,,,
|lagab×(u.a)|,,𒇦,,𒇦,,,,
|lagab×(u.u.u).lagab×(u.u.u)|,,𒇧𒇧,,𒇧𒇧,,,,
|lagab×(u.u.u)|,,𒇧,,𒇧,,,,
|lagab×(u₂.aš)|,,𒇨,,𒇨,,,,
|lagab×(še.sum)|,,𒇜,,𒇜,,,,
|lagab×(šita.giš.erin₂)|,,𒇝,,𒇝,,,,
|lagab×(šita@t.giš)|,,𒇞,,𒇞,,,,
|lagab×(šu₂.šu₂)|,,𒇠,,𒇠,,,,
|lagab×a.lum|,,𒆹𒈝,,𒆹𒈝,,,,
|lagab×a.tar|,,𒆹𒋻,,𒆹𒋻,,,,
|lagab×al|,,𒆽,,𒆽,,,,
|lagab×an|,,𒆾,,𒆾,,,,
|lagab×a|,,𒆹,,𒆹,,,,
|lagab×aš@t|,,𒇕,,𒇕,,,,
|lagab×bad|,,𒇀,,𒇀,,,,
|lagab×bi|,,𒇁,,𒇁,,,,
|lagab×dar|,,𒇂,,𒇂,,,,
|lagab×en|,,𒇃,,𒇃,,,,
|lagab×gar|,,𒇅,,𒇅,,,,
|lagab×ga|,,𒇄,,𒇄,,,,
|lagab×gud.lu.hi.a|,,𒇆𒇻𒄭𒀀,,𒇆𒇻𒄭𒀀,,,,
|lagab×gud|,,𒇆,,𒇆,,,,
|lagab×hal.a|,,𒇉𒀀,,𒇉𒀀,,,,
|lagab×hal|,,𒇉,,𒇉,,,,
|lagab×ha|,,𒇈,,𒇈,,,,
|lagab×hi×nun|,,𒇊,,𒇊,,,,
|lagab×igi@g|,,𒇋,,𒇋,,,,
|lagab×im|,,𒇌,,𒇌,,,,
|lagab×kin|,,𒇐,,𒇐,,,,
|lagab×ki|,,𒇏,,𒇏,,,,
|lagab×kul|,,𒇒,,𒇒,,,,
|lagab×ku₃|,,𒇑,,𒇑,,,,
|lagab×lagab|,,𒇔,,𒇔,,,,
|lagab×lul|,,𒇗,,𒇗,,,,
|lagab×lu|,,𒇖,,𒇖,,,,
|lagab×me|,,𒇘,,𒇘,,,,
|lagab×muš|,,𒇚,,𒇚,,,,
|lagab×ne|,,𒇛,,𒇛,,,,
|lagab×sum|,,𒇡,,𒇡,,,,
|lagab×tag|,,𒇢,,𒇢,,,,
|lagab×tak₄|,,𒇣,,𒇣,,,,
|lagab×ud|,,𒇩,,𒇩,,,,
|lagab×u|,,𒇥,,𒇥,,,,
|lagab×uš|,,𒇪,,𒇪,,,,
|lagab×šu₂|,,𒇟,,𒇟,,,,
|lagar@g&lagar@g.še|,,𒇰,,𒇰,,,,
|lagar@g.du@s|,,𒇯𒁽,,𒇯𒁽,,,,
|lagar@g.du|,,𒇯𒁺,,𒇯𒁺,,,,
|lagar×(še.sum)|,,𒇮,,𒇮,,,,
|lagar×še|,,𒇭,,𒇭,,,,
|lak589.pad.a.si|,,𒔏,,𒔏,,,,
|lak589.si.a|,,𒓏,,𒓏,,,,
|lak617×aš|,,𒔐,,𒔐,,,,
|lak648×ni|,,𒓔,,𒓔,,,,
|lak648×uruda|,,𒓗,,𒓗,,,,
|lal.kak|,,𒇲𒆕,,𒇲𒆕,,,,
|lal.lagab|,,𒇲𒆸,,𒇲𒆸,,,,
|lal.ni|,,𒇲𒉌,,𒇲𒉌,,,,
|lal.sar|,,𒇲𒊬,,𒇲𒊬,,,,
|lal₂.a|,,𒇳𒀀,,𒇳𒀀,,,,
|lal₂.du.du|,,𒇳𒁺𒁺,,𒇳𒁺𒁺,,,,
|lal₂.du|,,𒇳𒁺,,𒇳𒁺,,,,
|lal₂.hal|,,𒇳𒄬,,𒇳𒄬,,,,
|lal₂.kak|,,𒇳𒆕,,𒇳𒆕,,,,
|lal₂.lagab|,,𒇳𒆸,,𒇳𒆸,,,,
|lal₂.ni|,,𒇳𒉌,,𒇳𒉌,,,,
|lal₂.sar|,,𒇳𒊬,,𒇳𒊬,,,,
|lal₂.tug₂|,,𒇳𒌆,,𒇳𒌆,,,,
|lal₂.uru×min|,,𒇳𒍇,,𒇳𒍇,,,,
|lal₂.u|,,𒇳𒌋,,𒇳𒌋,,,,
|lam.sag|,,𒇴𒊕,,𒇴𒊕,,,,
|lam×(kur.ru)|,,𒇶,,𒇶,,,,
|lam×kur|,,𒇵,,𒇵,,,,
|lu.eš₂.gar.ki|,,𒇻𒂠𒃻𒆠,,𒇻𒂠𒃻𒆠,,,,
|lu.hul₂|,,𒇻𒄾,,𒇻𒄾,,,,
|lu.ki.kak|,,𒇻𒆠𒆕,,𒇻𒆠𒆕,,,,
|lugal&lugal|,,𒈘,,𒈘,,,,
